sl_nr;messstelle_id;messstelle_sl_nr;datum_pn;stoff_nr;probengut;messergebnis_c;messergebnis_hinweis;bestimmungsgrenze;masseinheit;trennverfahren;verfahren;vor_ort
16652422;218209319;31439;1969-12-02;1113;Grundwasser;<1,00000;Konzentration zu gering zur Bestimmung            ;1,00000;mg/l;Gesamtgehalt;nach Laborjournal; 
16652423;218209319;31439;1969-12-02;1182;Grundwasser;10,64000;                                                  ;;mg/l;Membranfilter;nach Laborjournal; 
16652424;218209319;31439;1969-12-02;1171;Grundwasser;0,59000;                                                  ;;mg/l;Membranfilter;nach Laborjournal; 
16652425;218209319;31439;1969-12-02;1122;Grundwasser;92,00000;                                                  ;;mg/l;Membranfilter;nach Laborjournal; 
16652426;218209319;31439;1969-12-02;1121;Grundwasser;15,00000;                                                  ;;mg/l;Membranfilter;nach Laborjournal; 
16652427;218209319;31439;1969-12-02;1269;Grundwasser;0,04000;                                                  ;;mg/l;Membranfilter;nach Laborjournal; 
16652428;218209319;31439;1969-12-02;1061;Grundwasser;5,90000;                                                  ;;-;Gesamtgehalt;DIN 38404-C5 JANUAR 1984 ;ja
16652429;218209319;31439;1969-12-02;1082;Grundwasser;44,20000;                                                  ;;mS/m;Gesamtgehalt;nach Laborjournal; 
16652430;218209319;31439;1969-12-02;1482;Grundwasser;2,91000;                                                  ;;mmol/l;Nach Laborjournal;nach Laborjournal; 
16711026;219279317;35574;1969-11-04;1011;Grundwasser;9,80000;                                                  ;;°C;Gesamtgehalt;DIN 38404-C4 DEZEMBER 1976 ;ja
16711027;219279317;35574;1969-11-04;1432;Grundwasser;615,00000;                                                  ;;mg/l;Gesamtgehalt;nach Laborjournal; 
16711028;219279317;35574;1969-11-04;1433;Grundwasser;471,00000;                                                  ;;mg/l;Gesamtgehalt;nach Laborjournal; 
16711029;219279317;35574;1969-11-04;1531;Grundwasser;4,00000;                                                  ;;mg/l;Membranfilter;nach Laborjournal; 
16711030;219279317;35574;1969-11-04;1244;Grundwasser;43,90000;                                                  ;;mg/l;Gesamtgehalt;nach Laborjournal; 
16711031;219279317;35574;1969-11-04;1245;Grundwasser;9,92000;                                                  ;;mg/l;Gesamtgehalt;nach Laborjournal; 
16711032;219279317;35574;1969-11-04;1262;Grundwasser;0,03000;                                                  ;;mg/l;Membranfilter;nach Laborjournal; 
16711033;219279317;35574;1969-11-04;1261;Grundwasser;0,09000;                                                  ;;mg/l;Membranfilter;nach Laborjournal; 
16711034;219279317;35574;1969-11-04;1331;Grundwasser;70,00000;                                                  ;;mg/l;Gesamtgehalt;nach Laborjournal; 
16711035;219279317;35574;1969-11-04;1313;Grundwasser;144,00000;                                                  ;;mg/l;Gesamtgehalt;nach Laborjournal; 
16711036;219279317;35574;1969-11-04;1472;Grundwasser;3,90000;                                                  ;;mmol/l;Gesamtgehalt;nach Laborjournal; 
16711037;219279317;35574;1969-11-04;1112;Grundwasser;20,00000;                                                  ;;mg/l;Gesamtgehalt;nach Laborjournal; 
16711038;219279317;35574;1969-11-04;1113;Grundwasser;<3,00000;Konzentration zu gering zur Bestimmung            ;3,00000;mg/l;Gesamtgehalt;nach Laborjournal; 
16711039;219279317;35574;1969-11-04;1182;Grundwasser;0,10000;                                                  ;;mg/l;Membranfilter;nach Laborjournal; 
16711040;219279317;35574;1969-11-04;1171;Grundwasser;<0,01000;Konzentration zu gering zur Bestimmung            ;0,01000;mg/l;Membranfilter;nach Laborjournal; 
16711041;219279317;35574;1969-11-04;1122;Grundwasser;148,00000;                                                  ;;mg/l;Membranfilter;nach Laborjournal; 
16711042;219279317;35574;1969-11-04;1121;Grundwasser;17,00000;                                                  ;;mg/l;Membranfilter;nach Laborjournal; 
16711043;219279317;35574;1969-11-04;1269;Grundwasser;0,03000;                                                  ;;mg/l;Membranfilter;nach Laborjournal; 
16711044;219279317;35574;1969-11-04;1061;Grundwasser;6,80000;                                                  ;;-;Gesamtgehalt;DIN 38404-C5 JANUAR 1984 ;ja
16711045;219279317;35574;1969-11-04;1082;Grundwasser;70,90000;                                                  ;;mS/m;Gesamtgehalt;nach Laborjournal; 
16711046;219279317;35574;1969-11-04;1482;Grundwasser;4,39000;                                                  ;;mmol/l;Nach Laborjournal;nach Laborjournal; 
16727819;279480015;42637;1969-12-17;1011;Grundwasser;10,00000;                                                  ;;°C;Gesamtgehalt;DIN 38404-C4 DEZEMBER 1976 ;ja
16727820;279480015;42637;1969-12-17;1432;Grundwasser;772,00000;                                                  ;;mg/l;Gesamtgehalt;nach Laborjournal; 
16727821;279480015;42637;1969-12-17;1433;Grundwasser;596,00000;                                                  ;;mg/l;Gesamtgehalt;nach Laborjournal; 
16727822;279480015;42637;1969-12-17;1531;Grundwasser;6,00000;                                                  ;;mg/l;Membranfilter;nach Laborjournal; 
16727823;279480015;42637;1969-12-17;1248;Grundwasser;<0,10000;Konzentration zu gering zur Bestimmung            ;0,10000;mg/l;Gesamtgehalt;nach Laborjournal; 
16727824;279480015;42637;1969-12-17;1249;Grundwasser;<0,08000;Konzentration zu gering zur Bestimmung            ;0,08000;mg/l;Gesamtgehalt;nach Laborjournal; 
16727825;279480015;42637;1969-12-17;1246;Grundwasser;<0,30000;Konzentration zu gering zur Bestimmung            ;0,30000;mg/l;Gesamtgehalt;nach Laborjournal; 
16727826;279480015;42637;1969-12-17;1247;Grundwasser;<0,09000;Konzentration zu gering zur Bestimmung            ;0,09000;mg/l;Gesamtgehalt;nach Laborjournal; 
16727827;279480015;42637;1969-12-17;1244;Grundwasser;3,30000;                                                  ;;mg/l;Gesamtgehalt;nach Laborjournal; 
16727828;279480015;42637;1969-12-17;1245;Grundwasser;0,75000;                                                  ;;mg/l;Gesamtgehalt;nach Laborjournal; 
16727829;279480015;42637;1969-12-17;1262;Grundwasser;0,03000;                                                  ;;mg/l;Membranfilter;nach Laborjournal; 
16727830;279480015;42637;1969-12-17;1261;Grundwasser;0,09000;                                                  ;;mg/l;Membranfilter;nach Laborjournal; 
16727831;279480015;42637;1969-12-17;1331;Grundwasser;121,00000;                                                  ;;mg/l;Gesamtgehalt;nach Laborjournal; 
16727832;279480015;42637;1969-12-17;1313;Grundwasser;171,00000;                                                  ;;mg/l;Gesamtgehalt;nach Laborjournal; 
16727833;279480015;42637;1969-12-17;1472;Grundwasser;4,20000;                                                  ;;mmol/l;Gesamtgehalt;nach Laborjournal; 
16727834;279480015;42637;1969-12-17;1112;Grundwasser;10,00000;                                                  ;;mg/l;Gesamtgehalt;nach Laborjournal; 
16727835;279480015;42637;1969-12-17;1113;Grundwasser;1,00000;                                                  ;;mg/l;Gesamtgehalt;nach Laborjournal; 
16727836;279480015;42637;1969-12-17;1182;Grundwasser;1,00000;                                                  ;;mg/l;Membranfilter;nach Laborjournal; 
16727837;279480015;42637;1969-12-17;1122;Grundwasser;192,00000;                                                  ;;mg/l;Membranfilter;nach Laborjournal; 
16727838;279480015;42637;1969-12-17;1121;Grundwasser;27,00000;                                                  ;;mg/l;Membranfilter;nach Laborjournal; 
16727839;279480015;42637;1969-12-17;1269;Grundwasser;0,03000;                                                  ;;mg/l;Membranfilter;nach Laborjournal; 
16727840;279480015;42637;1969-12-17;1061;Grundwasser;7,10000;                                                  ;;-;Gesamtgehalt;DIN 38404-C5 JANUAR 1984 ;ja
16727841;279480015;42637;1969-12-17;1082;Grundwasser;84,60000;                                                  ;;mS/m;Gesamtgehalt;nach Laborjournal; 
16727842;279480015;42637;1969-12-17;1482;Grundwasser;5,90000;                                                  ;;mmol/l;Nach Laborjournal;nach Laborjournal; 
