messstelle_id,e32,e32num,n32,n32num,genau
10000008,3068xx,306850.0,56254xx,5625450.0,100
10000010,2935xx,293550.0,56452xx,5645250.0,100
10000021,312776,312776.0,5660432,5660432.0,1
10000033,3070xx,307050.0,56583xx,5658350.0,100
10000045,299399,299399.0,5650595,5650595.0,1
10000057,3041xx,304150.0,56531xx,5653150.0,100
10000069,306499,306499.0,5642943,5642943.0,1
10000070,316260,316260.0,5646208,5646208.0,1
10000082,295226,295226.0,5638883,5638883.0,1
10000094,292868,292868.0,5632572,5632572.0,1
10000100,321442,321442.0,5649089,5649089.0,1
10000112,290519,290519.0,5628437,5628437.0,1
10000124,323121,323121.0,5640684,5640684.0,1
10000136,305527,305527.0,5634205,5634205.0,1
10000148,317912,317912.0,5636632,5636632.0,1
10000150,300517,300517.0,5634278,5634278.0,1
10000161,331036,331036.0,5612061,5612061.0,1
10000173,328303,328303.0,5604342,5604342.0,1
10000185,3155xx,315550.0,55866xx,5586650.0,100
10000197,323745,323745.0,5631457,5631457.0,1
10099876,335749,335749.0,5619360,5619360.0,1
10099888,335744,335744.0,5619354,5619354.0,1
10099890,3383xx,338350.0,56108xx,5610850.0,100
10099906,3341xx,334150.0,56197xx,5619750.0,100
10099918,3341xx,334150.0,56197xx,5619750.0,100
10099920,3431xx,343150.0,56065xx,5606550.0,100
10099931,3430xx,343050.0,56065xx,5606550.0,100
10099943,3430xx,343050.0,56065xx,5606550.0,100
10099955,3269xx,326950.0,56218xx,5621850.0,100
10099967,3353xx,335350.0,56053xx,5605350.0,100
10099979,3346xx,334650.0,56042xx,5604250.0,100
10099980,3346xx,334650.0,56042xx,5604250.0,100
10099992,3205xx,320550.0,56294xx,5629450.0,100
10100003,3169xx,316950.0,55994xx,5599450.0,100
10100015,296653,296653.0,5647529,5647529.0,1
10100027,301956,301956.0,5643791,5643791.0,1
10100039,295440,295440.0,5629909,5629909.0,1
10100052,308522,308522.0,5637795,5637795.0,1
10131218,3331xx,333150.0,56152xx,5615250.0,100
10131310,3331xx,333150.0,56152xx,5615250.0,100
10132314,334240,334240.0,5618380,5618380.0,1
10132326,334240,334240.0,5618379,5618379.0,1
10133010,336883,336883.0,5613867,5613867.0,1
10133112,336882,336882.0,5613865,5613865.0,1
10133318,343605,343605.0,5613273,5613273.0,1
10133410,3436xx,343650.0,56133xx,5613350.0,100
10135017,347413,347413.0,5622676,5622676.0,1
10137210,345972,345972.0,5616869,5616869.0,1
10200022,325769,325769.0,5633941,5633941.0,1
10200058,294518,294518.0,5658674,5658674.0,1
10200060,310568,310568.0,5647260,5647260.0,1
10200071,310833,310833.0,5668978,5668978.0,1
10200095,300181,300181.0,5666487,5666487.0,1
10200101,289522,289522.0,5659888,5659888.0,1
10200113,313742,313742.0,5656128,5656128.0,1
10200137,312326,312326.0,5642398,5642398.0,1
10200149,327506,327506.0,5627889,5627889.0,1
10200150,289142,289142.0,5656701,5656701.0,1
10200162,301905,301905.0,5670714,5670714.0,1
10200186,324046,324046.0,5632600,5632600.0,1
10200198,325527,325527.0,5630919,5630919.0,1
10200230,312840,312840.0,5634775,5634775.0,1
10200265,287568,287568.0,5654923,5654923.0,1
10200277,320745,320745.0,5636397,5636397.0,1
10200307,318919,318919.0,5639234,5639234.0,1
10200332,292818,292818.0,5663839,5663839.0,1
10200356,315616,315616.0,5632515,5632515.0,1
10200370,311097,311097.0,5663449,5663449.0,1
10200381,317839,317839.0,5642580,5642580.0,1
10200400,2964xx,296450.0,56547xx,5654750.0,100
10200411,3261xx,326150.0,55875xx,5587550.0,100
10200423,311608,311608.0,5649690,5649690.0,1
10200435,306353,306353.0,5670062,5670062.0,1
10200459,298836,298836.0,5656075,5656075.0,1
10200514,303823,303823.0,5673298,5673298.0,1
10200526,307250,307250.0,5673638,5673638.0,1
10200538,304283,304283.0,5667195,5667195.0,1
10200540,292554,292554.0,5660353,5660353.0,1
10200563,301106,301106.0,5645168,5645168.0,1
10200575,3040xx,304050.0,56467xx,5646750.0,100
10200617,316788,316788.0,5654013,5654013.0,1
10200630,316876,316876.0,5655931,5655931.0,1
10200654,299221,299221.0,5637002,5637002.0,1
10200666,294857,294857.0,5650302,5650302.0,1
10200680,332171,332171.0,5629572,5629572.0,1
10200691,330145,330145.0,5628796,5628796.0,1
10200708,327236,327236.0,5597495,5597495.0,1
10200710,3026xx,302650.0,56712xx,5671250.0,100
10200721,3026xx,302650.0,56712xx,5671250.0,100
10200745,312630,312630.0,5664471,5664471.0,1
10200757,312630,312630.0,5664471,5664471.0,1
10200794,318711,318711.0,5659199,5659199.0,1
10200800,318711,318711.0,5659199,5659199.0,1
10200824,299137,299137.0,5641820,5641820.0,1
10200848,296608,296608.0,5643134,5643134.0,1
10200850,303449,303449.0,5639823,5639823.0,1
10200861,303449,303449.0,5639823,5639823.0,1
10200915,309259,309259.0,5645216,5645216.0,1
10200940,297814,297814.0,5651707,5651707.0,1
10200952,297814,297814.0,5651707,5651707.0,1
10200976,295902,295902.0,5652603,5652603.0,1
10200988,321158,321158.0,5627093,5627093.0,1
10200990,321665,321665.0,5627292,5627292.0,1
10201002,322459,322459.0,5627591,5627591.0,1
10201014,322703,322703.0,5627608,5627608.0,1
10201026,323415,323415.0,5627552,5627552.0,1
10201038,320780,320780.0,5632863,5632863.0,1
10201040,320936,320936.0,5633207,5633207.0,1
10201117,3208xx,320850.0,56398xx,5639850.0,100
10201130,314596,314596.0,5643678,5643678.0,1
10201142,314595,314595.0,5643678,5643678.0,1
10201210,308504,308504.0,5650757,5650757.0,1
10201221,308777,308777.0,5650782,5650782.0,1
10201233,3089xx,308950.0,56508xx,5650850.0,100
10201245,309142,309142.0,5650927,5650927.0,1
10201269,312027,312027.0,5645570,5645570.0,1
10201282,311065,311065.0,5664060,5664060.0,1
10201294,313304,313304.0,5667816,5667816.0,1
10201300,299236,299236.0,5656418,5656418.0,1
10201312,305437,305437.0,5670245,5670245.0,1
10201324,306427,306427.0,5665792,5665792.0,1
10201348,315454,315454.0,5662258,5662258.0,1
10201385,309413,309413.0,5658091,5658091.0,1
10201415,3088xx,308850.0,56614xx,5661450.0,100
10201518,293784,293784.0,5645602,5645602.0,1
10201531,309284,309284.0,5663644,5663644.0,1
10201567,3272xx,327250.0,55973xx,5597350.0,100
10201695,315371,315371.0,5663438,5663438.0,1
10201701,306133,306133.0,5607795,5607795.0,1
10201713,282691,282691.0,5658805,5658805.0,1
10201725,282691,282691.0,5658805,5658805.0,1
10201737,282691,282691.0,5658805,5658805.0,1
10201749,282691,282691.0,5658805,5658805.0,1
10201804,309379,309379.0,5670264,5670264.0,1
10201865,300083,300083.0,5657537,5657537.0,1
10201877,302007,302007.0,5658238,5658238.0,1
10201889,282691,282691.0,5658795,5658795.0,1
10201890,297165,297165.0,5666145,5666145.0,1
10201907,306345,306345.0,5657101,5657101.0,1
10201919,306329,306329.0,5657406,5657406.0,1
10201920,329774,329774.0,5607285,5607285.0,1
10201932,295410,295410.0,5628443,5628443.0,1
10201970,317856,317856.0,5642149,5642149.0,1
10201981,318233,318233.0,5642554,5642554.0,1
10201993,318233,318233.0,5642554,5642554.0,1
10202006,318012,318012.0,5642523,5642523.0,1
10202018,318840,318840.0,5642470,5642470.0,1
10202020,318840,318840.0,5642470,5642470.0,1
10202031,318413,318413.0,5642057,5642057.0,1
10202043,317926,317926.0,5642877,5642877.0,1
10202055,317681,317681.0,5642757,5642757.0,1
10202067,317511,317511.0,5642514,5642514.0,1
10202079,317199,317199.0,5642216,5642216.0,1
10202080,317199,317199.0,5642216,5642216.0,1
10202092,317199,317199.0,5642216,5642216.0,1
10202109,317199,317199.0,5642216,5642216.0,1
10202110,317609,317609.0,5643200,5643200.0,1
10202122,317203,317203.0,5642816,5642816.0,1
10202134,318066,318066.0,5643622,5643622.0,1
10202146,318066,318066.0,5643622,5643622.0,1
10202158,318066,318066.0,5643622,5643622.0,1
10202160,316788,316788.0,5642443,5642443.0,1
10202171,316788,316788.0,5642443,5642443.0,1
10202183,316788,316788.0,5642443,5642443.0,1
10202195,3166xx,316650.0,56418xx,5641850.0,100
10202201,3167xx,316750.0,56417xx,5641750.0,100
10202213,316423,316423.0,5641357,5641357.0,1
10202225,316672,316672.0,5641327,5641327.0,1
10202237,315829,315829.0,5641281,5641281.0,1
10202249,319664,319664.0,5641065,5641065.0,1
10202250,319682,319682.0,5641024,5641024.0,1
10202262,319762,319762.0,5641021,5641021.0,1
10202274,319722,319722.0,5641013,5641013.0,1
10202286,319699,319699.0,5640953,5640953.0,1
10202298,319711,319711.0,5640983,5640983.0,1
10202304,319561,319561.0,5640999,5640999.0,1
10202316,319479,319479.0,5640952,5640952.0,1
10202328,3195xx,319550.0,56406xx,5640650.0,100
10202330,3200xx,320050.0,56404xx,5640450.0,100
10202341,3201xx,320150.0,56411xx,5641150.0,100
10202353,318940,318940.0,5642696,5642696.0,1
10202365,318940,318940.0,5642696,5642696.0,1
10202377,318773,318773.0,5642532,5642532.0,1
10202389,318619,318619.0,5642689,5642689.0,1
10202390,318532,318532.0,5642772,5642772.0,1
10202407,318376,318376.0,5642859,5642859.0,1
10202419,318376,318376.0,5642859,5642859.0,1
10202420,318095,318095.0,5643080,5643080.0,1
10202432,317733,317733.0,5643305,5643305.0,1
10202444,317588,317588.0,5643171,5643171.0,1
10202456,317867,317867.0,5642419,5642419.0,1
10202468,318189,318189.0,5642456,5642456.0,1
10202470,318189,318189.0,5642456,5642456.0,1
10202481,318809,318809.0,5642181,5642181.0,1
10202493,318684,318684.0,5642066,5642066.0,1
10202500,3194xx,319450.0,56419xx,5641950.0,100
10202511,318905,318905.0,5641606,5641606.0,1
10202523,318817,318817.0,5641890,5641890.0,1
10202535,318817,318817.0,5641890,5641890.0,1
10202547,318815,318815.0,5641850,5641850.0,1
10202559,318792,318792.0,5641771,5641771.0,1
10202584,318271,318271.0,5641772,5641772.0,1
10202596,318271,318271.0,5641772,5641772.0,1
10202626,317939,317939.0,5641726,5641726.0,1
10202638,317939,317939.0,5641726,5641726.0,1
10202640,319804,319804.0,5641059,5641059.0,1
10202651,319804,319804.0,5641059,5641059.0,1
10202663,319753,319753.0,5641310,5641310.0,1
10202675,3209xx,320950.0,56408xx,5640850.0,100
10202687,292106,292106.0,5647488,5647488.0,1
10202699,292106,292106.0,5647488,5647488.0,1
10202705,292105,292105.0,5647485,5647485.0,1
10202717,292105,292105.0,5647485,5647485.0,1
10202729,301806,301806.0,5669002,5669002.0,1
10202730,301797,301797.0,5669003,5669003.0,1
10202742,303531,303531.0,5665806,5665806.0,1
10202754,303532,303532.0,5665807,5665807.0,1
10202766,324420,324420.0,5584159,5584159.0,1
10202778,340181,340181.0,5582112,5582112.0,1
10202780,301390,301390.0,5641618,5641618.0,1
10202791,3025xx,302550.0,56463xx,5646350.0,100
10202808,2982xx,298250.0,56386xx,5638650.0,100
10202810,296668,296668.0,5643567,5643567.0,1
10202821,301504,301504.0,5663491,5663491.0,1
10202833,3024xx,302450.0,56605xx,5660550.0,100
10202845,305385,305385.0,5663947,5663947.0,1
10202869,295443,295443.0,5644280,5644280.0,1
10202870,295393,295393.0,5644269,5644269.0,1
10202882,295319,295319.0,5644272,5644272.0,1
10202894,295254,295254.0,5644304,5644304.0,1
10202900,289554,289554.0,5661327,5661327.0,1
10202912,286943,286943.0,5657310,5657310.0,1
10202924,284721,284721.0,5657960,5657960.0,1
10202936,284448,284448.0,5657330,5657330.0,1
10202948,283253,283253.0,5661154,5661154.0,1
10202950,282270,282270.0,5660115,5660115.0,1
10202961,280832,280832.0,5659562,5659562.0,1
10202973,283110,283110.0,5654084,5654084.0,1
10202985,282190,282190.0,5651899,5651899.0,1
10202997,295732,295732.0,5644865,5644865.0,1
10203000,295848,295848.0,5646135,5646135.0,1
10203011,297738,297738.0,5649274,5649274.0,1
10203023,298207,298207.0,5650215,5650215.0,1
10203035,304525,304525.0,5663530,5663530.0,1
10203047,300925,300925.0,5663706,5663706.0,1
10203059,298524,298524.0,5669210,5669210.0,1
10203060,295927,295927.0,5661885,5661885.0,1
10203072,292729,292729.0,5664909,5664909.0,1
10203084,291647,291647.0,5664209,5664209.0,1
10203096,305091,305091.0,5662347,5662347.0,1
10203102,305383,305383.0,5663946,5663946.0,1
10203114,305086,305086.0,5663788,5663788.0,1
10203126,304807,304807.0,5663809,5663809.0,1
10203138,304722,304722.0,5663693,5663693.0,1
10203140,294367,294367.0,5663324,5663324.0,1
10203151,295190,295190.0,5629436,5629436.0,1
10203163,295084,295084.0,5629470,5629470.0,1
10203175,2903xx,290350.0,56367xx,5636750.0,100
10203187,2907xx,290750.0,56336xx,5633650.0,100
10203199,2933xx,293350.0,56342xx,5634250.0,100
10203205,293787,293787.0,5636182,5636182.0,1
10203217,327876,327876.0,5607478,5607478.0,1
10203229,327876,327876.0,5607478,5607478.0,1
10203230,329182,329182.0,5608745,5608745.0,1
10203242,329182,329182.0,5608745,5608745.0,1
10203254,325815,325815.0,5613525,5613525.0,1
10203266,325815,325815.0,5613525,5613525.0,1
10203278,322799,322799.0,5583327,5583327.0,1
10203280,323616,323616.0,5584203,5584203.0,1
10203291,324605,324605.0,5585020,5585020.0,1
10203308,294420,294420.0,5626930,5626930.0,1
10203310,2945xx,294550.0,56283xx,5628350.0,100
10203321,342996,342996.0,5613943,5613943.0,1
10203333,342996,342996.0,5613943,5613943.0,1
10203345,342996,342996.0,5613943,5613943.0,1
10203357,343082,343082.0,5613761,5613761.0,1
10203369,343082,343082.0,5613761,5613761.0,1
10203370,343082,343082.0,5613761,5613761.0,1
10203382,343125,343125.0,5613834,5613834.0,1
10203394,343125,343125.0,5613834,5613834.0,1
10203400,343125,343125.0,5613834,5613834.0,1
10203412,290326,290326.0,5648895,5648895.0,1
10203424,290326,290326.0,5648895,5648895.0,1
10203436,323719,323719.0,5618958,5618958.0,1
10203448,323720,323720.0,5618953,5618953.0,1
10203450,296508,296508.0,5660724,5660724.0,1
10203461,3243xx,324350.0,56179xx,5617950.0,100
10203485,327932,327932.0,5598576,5598576.0,1
10203497,327825,327825.0,5598608,5598608.0,1
10203564,326954,326954.0,5603285,5603285.0,1
10203576,326829,326829.0,5601882,5601882.0,1
10203588,2908xx,290850.0,56502xx,5650250.0,100
10203590,331069,331069.0,5612012,5612012.0,1
10203606,298891,298891.0,5625423,5625423.0,1
10203620,327185,327185.0,5602252,5602252.0,1
10203631,327366,327366.0,5599144,5599144.0,1
10203643,325434,325434.0,5585459,5585459.0,1
10203655,324032,324032.0,5583883,5583883.0,1
10203667,301915,301915.0,5664991,5664991.0,1
10203679,337599,337599.0,5601752,5601752.0,1
10203680,338594,338594.0,5602704,5602704.0,1
10203692,327727,327727.0,5600455,5600455.0,1
10203709,325129,325129.0,5584614,5584614.0,1
10203710,326477,326477.0,5585695,5585695.0,1
10203722,333683,333683.0,5627868,5627868.0,1
10203734,2997xx,299750.0,56339xx,5633950.0,100
10203746,332341,332341.0,5600310,5600310.0,1
10203758,292002,292002.0,5632166,5632166.0,1
10203760,292087,292087.0,5647178,5647178.0,1
10203771,329588,329588.0,5598264,5598264.0,1
10203783,329588,329588.0,5598264,5598264.0,1
10203795,331453,331453.0,5597971,5597971.0,1
10203801,306261,306261.0,5659131,5659131.0,1
10203813,307100,307100.0,5658276,5658276.0,1
10203825,308276,308276.0,5633157,5633157.0,1
10203837,295424,295424.0,5643094,5643094.0,1
10203849,295424,295424.0,5643094,5643094.0,1
10203850,310801,310801.0,5669004,5669004.0,1
10203862,297340,297340.0,5637542,5637542.0,1
10203874,288633,288633.0,5661803,5661803.0,1
10203886,306462,306462.0,5661311,5661311.0,1
10203898,309421,309421.0,5606637,5606637.0,1
10203904,339118,339118.0,5587080,5587080.0,1
10203916,303824,303824.0,5637553,5637553.0,1
10203928,300284,300284.0,5635935,5635935.0,1
10203930,316952,316952.0,5631528,5631528.0,1
10203941,318495,318495.0,5630661,5630661.0,1
10203953,327849,327849.0,5622163,5622163.0,1
10203965,324072,324072.0,5632647,5632647.0,1
10203977,316761,316761.0,5632599,5632599.0,1
10203989,315572,315572.0,5632539,5632539.0,1
10203990,316822,316822.0,5639366,5639366.0,1
10204003,320690,320690.0,5640686,5640686.0,1
10204015,321922,321922.0,5638514,5638514.0,1
10205007,287424,287424.0,5654956,5654956.0,1
10205019,307257,307257.0,5673630,5673630.0,1
10205068,292727,292727.0,5648126,5648126.0,1
10205100,293959,293959.0,5650599,5650599.0,1
10205123,297763,297763.0,5650614,5650614.0,1
10205135,295580,295580.0,5648130,5648130.0,1
10205214,294555,294555.0,5649383,5649383.0,1
10205226,297123,297123.0,5648918,5648918.0,1
10205238,296466,296466.0,5647774,5647774.0,1
10205240,291713,291713.0,5646826,5646826.0,1
10205251,295737,295737.0,5645962,5645962.0,1
10205263,297484,297484.0,5652972,5652972.0,1
10205275,294224,294224.0,5647900,5647900.0,1
10205500,303509,303509.0,5670758,5670758.0,1
10205512,304809,304809.0,5670907,5670907.0,1
10205524,304809,304809.0,5670907,5670907.0,1
10205536,304780,304780.0,5672374,5672374.0,1
10205548,304317,304317.0,5672541,5672541.0,1
10205550,303470,303470.0,5672535,5672535.0,1
10205561,3034xx,303450.0,56714xx,5671450.0,100
10231407,334047,334047.0,5614741,5614741.0,1
10300030,339099,339099.0,5619282,5619282.0,1
10300041,339123,339123.0,5619739,5619739.0,1
10300053,325251,325251.0,5635213,5635213.0,1
10300065,3046xx,304650.0,56626xx,5662650.0,100
10300077,3044xx,304450.0,56627xx,5662750.0,100
10300089,324424,324424.0,5632365,5632365.0,1
10300090,296374,296374.0,5634685,5634685.0,1
10300107,321073,321073.0,5618349,5618349.0,1
10300119,315302,315302.0,5651431,5651431.0,1
10300120,320769,320769.0,5622558,5622558.0,1
10300132,3048xx,304850.0,56493xx,5649350.0,100
10300144,294855,294855.0,5636586,5636586.0,1
10300156,313330,313330.0,5667625,5667625.0,1
10300168,3136xx,313650.0,56672xx,5667250.0,100
10300170,3131xx,313150.0,56673xx,5667350.0,100
10300181,3022xx,302250.0,56132xx,5613250.0,100
10300193,294842,294842.0,5655077,5655077.0,1
10300200,308400,308400.0,5651782,5651782.0,1
10300211,308435,308435.0,5651651,5651651.0,1
10300223,294264,294264.0,5634296,5634296.0,1
10300235,3049xx,304950.0,56300xx,5630050.0,100
10300247,321862,321862.0,5629681,5629681.0,1
10300259,321746,321746.0,5629751,5629751.0,1
10300260,310563,310563.0,5646915,5646915.0,1
10300272,299116,299116.0,5662652,5662652.0,1
10300284,299996,299996.0,5661703,5661703.0,1
10300296,303863,303863.0,5623391,5623391.0,1
10300302,320086,320086.0,5624904,5624904.0,1
10300314,3088xx,308850.0,56465xx,5646550.0,100
10300326,320024,320024.0,5625165,5625165.0,1
10300338,320096,320096.0,5624887,5624887.0,1
10300340,3201xx,320150.0,56246xx,5624650.0,100
10300351,285600,285600.0,5653369,5653369.0,1
10300363,281247,281247.0,5657105,5657105.0,1
10300375,286266,286266.0,5657556,5657556.0,1
10300387,285073,285073.0,5656468,5656468.0,1
10300399,326786,326786.0,5628906,5628906.0,1
10300405,322405,322405.0,5630918,5630918.0,1
10300417,322803,322803.0,5631083,5631083.0,1
10300429,322379,322379.0,5631297,5631297.0,1
10300430,322687,322687.0,5631162,5631162.0,1
10300442,314558,314558.0,5633074,5633074.0,1
10300454,305007,305007.0,5653982,5653982.0,1
10300466,3047xx,304750.0,56368xx,5636850.0,100
10300478,3046xx,304650.0,56374xx,5637450.0,100
10300480,3047xx,304750.0,56379xx,5637950.0,100
10300491,305092,305092.0,5637555,5637555.0,1
10300508,3053xx,305350.0,56371xx,5637150.0,100
10300510,3050xx,305050.0,56369xx,5636950.0,100
10300521,291818,291818.0,5629091,5629091.0,1
10300533,291819,291819.0,5628589,5628589.0,1
10300545,291624,291624.0,5628392,5628392.0,1
10300557,291541,291541.0,5628909,5628909.0,1
10300569,291205,291205.0,5629090,5629090.0,1
10300570,291299,291299.0,5629606,5629606.0,1
10300582,292280,292280.0,5630604,5630604.0,1
10300594,292364,292364.0,5630962,5630962.0,1
10300600,292330,292330.0,5630475,5630475.0,1
10300612,292195,292195.0,5630503,5630503.0,1
10300624,299339,299339.0,5631287,5631287.0,1
10300636,304797,304797.0,5636869,5636869.0,1
10300648,3046xx,304650.0,56375xx,5637550.0,100
10300650,304882,304882.0,5637864,5637864.0,1
10300661,3048xx,304850.0,56378xx,5637850.0,100
10300673,305354,305354.0,5637093,5637093.0,1
10300685,3047xx,304750.0,56370xx,5637050.0,100
10300697,295909,295909.0,5630077,5630077.0,1
10300703,295888,295888.0,5630065,5630065.0,1
10300715,295932,295932.0,5630039,5630039.0,1
10300727,295950,295950.0,5630028,5630028.0,1
10300739,295949,295949.0,5630029,5630029.0,1
10300740,295958,295958.0,5629934,5629934.0,1
10300752,295841,295841.0,5629907,5629907.0,1
10300764,296038,296038.0,5629976,5629976.0,1
10300776,3054xx,305450.0,56370xx,5637050.0,100
10300788,3054xx,305450.0,56370xx,5637050.0,100
10300790,304511,304511.0,5637186,5637186.0,1
10300806,3050xx,305050.0,56376xx,5637650.0,100
10300818,3050xx,305050.0,56376xx,5637650.0,100
10300820,3046xx,304650.0,56378xx,5637850.0,100
10300831,304647,304647.0,5637891,5637891.0,1
10300843,294486,294486.0,5653658,5653658.0,1
10300855,294486,294486.0,5653658,5653658.0,1
10300867,294486,294486.0,5653659,5653659.0,1
10300879,294109,294109.0,5653391,5653391.0,1
10300880,3102xx,310250.0,56297xx,5629750.0,100
10300892,3104xx,310450.0,56298xx,5629850.0,100
10300909,2941xx,294150.0,56535xx,5653550.0,100
10300922,294279,294279.0,5652809,5652809.0,1
10300934,294279,294279.0,5652808,5652808.0,1
10300946,2941xx,294150.0,56536xx,5653650.0,100
10300958,2938xx,293850.0,56538xx,5653850.0,100
10300960,2941xx,294150.0,56541xx,5654150.0,100
10300971,3100xx,310050.0,56296xx,5629650.0,100
10300983,3102xx,310250.0,56295xx,5629550.0,100
10300995,3106xx,310650.0,56294xx,5629450.0,100
10301033,310686,310686.0,5629970,5629970.0,1
10301045,309961,309961.0,5629369,5629369.0,1
10301057,3104xx,310450.0,56294xx,5629450.0,100
10301069,300062,300062.0,5668467,5668467.0,1
10301070,299404,299404.0,5668033,5668033.0,1
10301082,299090,299090.0,5667696,5667696.0,1
10301094,2995xx,299550.0,56677xx,5667750.0,100
10301148,3018xx,301850.0,56229xx,5622950.0,100
10301150,3022xx,302250.0,56233xx,5623350.0,100
10301161,3220xx,322050.0,56013xx,5601350.0,100
10301173,3220xx,322050.0,56014xx,5601450.0,100
10301185,302354,302354.0,5630849,5630849.0,1
10301197,302683,302683.0,5623539,5623539.0,1
10301203,302304,302304.0,5623768,5623768.0,1
10301215,302283,302283.0,5623342,5623342.0,1
10301227,302539,302539.0,5622996,5622996.0,1
10301239,302879,302879.0,5623832,5623832.0,1
10301240,296763,296763.0,5637174,5637174.0,1
10301252,296763,296763.0,5637173,5637173.0,1
10301264,295749,295749.0,5638028,5638028.0,1
10301276,295977,295977.0,5637995,5637995.0,1
10301288,295786,295786.0,5637869,5637869.0,1
10301290,295834,295834.0,5637592,5637592.0,1
10301306,295895,295895.0,5637918,5637918.0,1
10301318,291339,291339.0,5648944,5648944.0,1
10301367,308949,308949.0,5628369,5628369.0,1
10301379,3088xx,308850.0,56281xx,5628150.0,100
10301380,3090xx,309050.0,56282xx,5628250.0,100
10301392,308575,308575.0,5628264,5628264.0,1
10301422,3088xx,308850.0,56278xx,5627850.0,100
10301434,3087xx,308750.0,56276xx,5627650.0,100
10301446,308837,308837.0,5628304,5628304.0,1
10301458,290596,290596.0,5648819,5648819.0,1
10301460,3112xx,311250.0,56300xx,5630050.0,100
10301471,311249,311249.0,5630151,5630151.0,1
10301483,3110xx,311050.0,56303xx,5630350.0,100
10301495,311254,311254.0,5630152,5630152.0,1
10301501,289057,289057.0,5661489,5661489.0,1
10301513,291674,291674.0,5659972,5659972.0,1
10301525,347525,347525.0,5630736,5630736.0,1
10301537,347505,347505.0,5630371,5630371.0,1
10301549,347421,347421.0,5630750,5630750.0,1
10301550,2950xx,295050.0,56404xx,5640450.0,100
10301562,2951xx,295150.0,56404xx,5640450.0,100
10301574,306831,306831.0,5631915,5631915.0,1
10301586,3069xx,306950.0,56322xx,5632250.0,100
10301598,304487,304487.0,5660092,5660092.0,1
10301604,304639,304639.0,5659969,5659969.0,1
10301616,304715,304715.0,5659903,5659903.0,1
10301628,304975,304975.0,5659575,5659575.0,1
10301630,305115,305115.0,5659383,5659383.0,1
10301641,305187,305187.0,5659588,5659588.0,1
10301653,305123,305123.0,5659786,5659786.0,1
10301665,304883,304883.0,5659953,5659953.0,1
10301677,304672,304672.0,5660134,5660134.0,1
10301689,304864,304864.0,5660184,5660184.0,1
10301690,302614,302614.0,5630833,5630833.0,1
10301707,302790,302790.0,5630604,5630604.0,1
10301719,303058,303058.0,5630620,5630620.0,1
10301720,304790,304790.0,5636886,5636886.0,1
10301732,297977,297977.0,5640707,5640707.0,1
10301800,322501,322501.0,5631447,5631447.0,1
10301811,291360,291360.0,5646751,5646751.0,1
10301823,291684,291684.0,5646857,5646857.0,1
10301835,304060,304060.0,5630575,5630575.0,1
10301847,304137,304137.0,5630626,5630626.0,1
10301859,2919xx,291950.0,56561xx,5656150.0,100
10301860,2919xx,291950.0,56561xx,5656150.0,100
10301872,302204,302204.0,5600535,5600535.0,1
10301884,3057xx,305750.0,56352xx,5635250.0,100
10301896,305820,305820.0,5635112,5635112.0,1
10301902,305913,305913.0,5634497,5634497.0,1
10301914,336110,336110.0,5609391,5609391.0,1
10301926,336125,336125.0,5609387,5609387.0,1
10301938,298134,298134.0,5640472,5640472.0,1
10301940,297898,297898.0,5640689,5640689.0,1
10301951,298112,298112.0,5640738,5640738.0,1
10301987,299824,299824.0,5620802,5620802.0,1
10301999,299806,299806.0,5620853,5620853.0,1
10302001,299808,299808.0,5620883,5620883.0,1
10302013,297165,297165.0,5622101,5622101.0,1
10302025,297292,297292.0,5622286,5622286.0,1
10302037,2973xx,297350.0,56221xx,5622150.0,100
10302049,291263,291263.0,5632551,5632551.0,1
10302050,291389,291389.0,5632445,5632445.0,1
10302062,291124,291124.0,5632326,5632326.0,1
10302074,300791,300791.0,5623916,5623916.0,1
10302086,300533,300533.0,5623476,5623476.0,1
10302098,297631,297631.0,5627723,5627723.0,1
10302104,297808,297808.0,5628038,5628038.0,1
10302116,300766,300766.0,5627721,5627721.0,1
10302128,300591,300591.0,5627357,5627357.0,1
10302130,300132,300132.0,5621721,5621721.0,1
10302141,300135,300135.0,5621791,5621791.0,1
10302153,300233,300233.0,5621757,5621757.0,1
10302165,298342,298342.0,5628415,5628415.0,1
10302177,298478,298478.0,5628869,5628869.0,1
10302189,298272,298272.0,5628645,5628645.0,1
10302190,298164,298164.0,5628834,5628834.0,1
10302207,3016xx,301650.0,56377xx,5637750.0,100
10302219,3011xx,301150.0,56376xx,5637650.0,100
10302220,3011xx,301150.0,56375xx,5637550.0,100
10302232,3011xx,301150.0,56373xx,5637350.0,100
10302244,3013xx,301350.0,56365xx,5636550.0,100
10302256,324447,324447.0,5621827,5621827.0,1
10302268,324413,324413.0,5621811,5621811.0,1
10302270,310723,310723.0,5663348,5663348.0,1
10302281,311325,311325.0,5663393,5663393.0,1
10302293,311892,311892.0,5663300,5663300.0,1
10302300,311561,311561.0,5663774,5663774.0,1
10302311,3445xx,344550.0,56068xx,5606850.0,100
10302323,3443xx,344350.0,56071xx,5607150.0,100
10302335,3444xx,344450.0,56070xx,5607050.0,100
10302347,3445xx,344550.0,56070xx,5607050.0,100
10302359,305065,305065.0,5637599,5637599.0,1
10302360,3050xx,305050.0,56369xx,5636950.0,100
10302372,298342,298342.0,5628415,5628415.0,1
